#                                                                                       --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name                      accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- -----            -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
M02696:28:000000000-ATWK5:1:1101:21296:1644 -            384 3_End_Fungi_Ge_58S_end_thirtyoneb_long -             45   6.9e-18   57.6   0.0   1   1   1.3e-17   1.4e-17   56.6   0.0     1    44    85   128    85   129 0.96 -
M02696:28:000000000-ATWK5:1:1101:19365:1209 -            418 3_End_Fungi_Ge_58S_end_thirtyoneb_long -             45   1.8e-16   53.1   0.0   1   1   3.7e-16   3.8e-16   52.0   0.0     1    44    84   127    84   128 0.97 -
M02696:28:000000000-ATWK5:1:1101:20029:4646 -            432 3_End_Fungi_Ge_58S_end_thirtyoneb_long -             45   4.2e-13   42.3   0.0   1   1   7.2e-13   7.4e-13   41.5   0.0     1    42    84   125    84   128 0.96 -
M02696:28:000000000-ATWK5:1:1101:4498:4938  -            433 3_End_Fungi_Ge_58S_end_thirtyoneb_long -             45   4.2e-13   42.3   0.0   1   1   7.3e-13   7.4e-13   41.5   0.0     1    42    84   125    84   128 0.96 -
M02696:28:000000000-ATWK5:1:1101:18342:2044 -            433 3_End_Fungi_Ge_58S_end_thirtyoneb_long -             45   4.3e-13   42.2   0.0   1   1   7.3e-13   7.4e-13   41.5   0.0     1    42    84   125    84   128 0.96 -
M02696:28:000000000-ATWK5:1:1101:25893:3588 -            439 3_End_Fungi_Ge_58S_end_thirtyoneb_long -             45   4.3e-13   42.2   0.0   1   1   7.4e-13   7.6e-13   41.5   0.0     1    42    84   125    84   128 0.96 -
M02696:28:000000000-ATWK5:1:1101:20471:4087 -            439 3_End_Fungi_Ge_58S_end_thirtyoneb_long -             45   4.3e-13   42.2   0.0   1   1   7.4e-13   7.6e-13   41.5   0.0     1    42    84   125    84   128 0.96 -
M02696:28:000000000-ATWK5:1:1101:23424:2640 -            439 3_End_Fungi_Ge_58S_end_thirtyoneb_long -             45   4.3e-13   42.2   0.0   1   1   7.4e-13   7.6e-13   41.5   0.0     1    42    84   125    84   128 0.96 -
M02696:28:000000000-ATWK5:1:1101:25791:3730 -            439 3_End_Fungi_Ge_58S_end_thirtyoneb_long -             45   4.3e-13   42.2   0.0   1   1   7.4e-13   7.6e-13   41.5   0.0     1    42    84   125    84   128 0.96 -
M02696:28:000000000-ATWK5:1:1101:19573:1370 -            439 3_End_Fungi_Ge_58S_end_thirtyoneb_long -             45   4.3e-13   42.2   0.0   1   1   7.4e-13   7.6e-13   41.5   0.0     1    42    84   125    84   128 0.96 -
M02696:28:000000000-ATWK5:1:1101:23252:4876 -            436 3_End_Fungi_Ge_58S_end_thirtyoneb_long -             45   4.3e-13   42.2   0.0   1   1   7.3e-13   7.5e-13   41.5   0.0     1    42    84   125    84   128 0.96 -
M02696:28:000000000-ATWK5:1:1101:17655:1939 -            435 3_End_Fungi_Ge_58S_end_thirtyoneb_long -             45   4.4e-13   42.2   0.0   1   1   7.3e-13   7.5e-13   41.5   0.0     1    42    84   125    84   128 0.96 -
M02696:28:000000000-ATWK5:1:1101:8628:3301  -            435 3_End_Fungi_Ge_58S_end_thirtyoneb_long -             45   4.4e-13   42.2   0.0   1   1   7.3e-13   7.5e-13   41.5   0.0     1    42    84   125    84   128 0.96 -
M02696:28:000000000-ATWK5:1:1101:12698:1563 -            439 3_End_Fungi_Ge_58S_end_thirtyoneb_long -             45   4.4e-13   42.2   0.0   1   1   7.4e-13   7.6e-13   41.5   0.0     1    42    84   125    84   128 0.96 -
M02696:28:000000000-ATWK5:1:1101:18024:2891 -            434 3_End_Fungi_Ge_58S_end_thirtyoneb_long -             45   4.4e-13   42.2   0.0   1   1   7.3e-13   7.4e-13   41.5   0.0     1    42    84   125    84   128 0.96 -
M02696:28:000000000-ATWK5:1:1101:17023:4937 -            435 3_End_Fungi_Ge_58S_end_thirtyoneb_long -             45   4.4e-13   42.2   0.0   1   1   7.3e-13   7.5e-13   41.5   0.0     1    42    84   125    84   128 0.96 -
M02696:28:000000000-ATWK5:1:1101:15518:2558 -            436 3_End_Fungi_Ge_58S_end_thirtyoneb_long -             45   4.4e-13   42.2   0.0   1   1   7.3e-13   7.5e-13   41.5   0.0     1    42    84   125    84   128 0.96 -
M02696:28:000000000-ATWK5:1:1101:19799:2914 -            435 3_End_Fungi_Ge_58S_end_thirtyoneb_long -             45   4.4e-13   42.2   0.0   1   1   7.3e-13   7.5e-13   41.5   0.0     1    42    84   125    84   128 0.96 -
M02696:28:000000000-ATWK5:1:1101:22964:1294 -            435 3_End_Fungi_Ge_58S_end_thirtyoneb_long -             45   4.4e-13   42.2   0.0   1   1   7.3e-13   7.5e-13   41.5   0.0     1    42    84   125    84   128 0.96 -
M02696:28:000000000-ATWK5:1:1101:17782:4348 -            435 3_End_Fungi_Ge_58S_end_thirtyoneb_long -             45   4.4e-13   42.2   0.0   1   1   7.3e-13   7.5e-13   41.5   0.0     1    42    84   125    84   128 0.96 -
M02696:28:000000000-ATWK5:1:1101:21383:5130 -            436 3_End_Fungi_Ge_58S_end_thirtyoneb_long -             45   4.4e-13   42.2   0.0   1   1   7.3e-13   7.5e-13   41.5   0.0     1    42    84   125    84   128 0.96 -
M02696:28:000000000-ATWK5:1:1101:13861:4991 -            435 3_End_Fungi_Ge_58S_end_thirtyoneb_long -             45   4.4e-13   42.2   0.0   1   1   7.3e-13   7.5e-13   41.5   0.0     1    42    84   125    84   128 0.96 -
M02696:28:000000000-ATWK5:1:1101:11577:4520 -            436 3_End_Fungi_Ge_58S_end_thirtyoneb_long -             45   4.4e-13   42.2   0.0   1   1   7.3e-13   7.5e-13   41.5   0.0     1    42    84   125    84   128 0.96 -
M02696:28:000000000-ATWK5:1:1101:15402:2503 -            436 3_End_Fungi_Ge_58S_end_thirtyoneb_long -             45   4.4e-13   42.2   0.0   1   1   7.3e-13   7.5e-13   41.5   0.0     1    42    84   125    84   128 0.96 -
M02696:28:000000000-ATWK5:1:1101:21090:1000 -            436 3_End_Fungi_Ge_58S_end_thirtyoneb_long -             45   4.4e-13   42.2   0.0   1   1   7.3e-13   7.5e-13   41.5   0.0     1    42    84   125    84   128 0.96 -
M02696:28:000000000-ATWK5:1:1101:25378:5279 -            436 3_End_Fungi_Ge_58S_end_thirtyoneb_long -             45   4.4e-13   42.2   0.0   1   1   7.3e-13   7.5e-13   41.5   0.0     1    42    84   125    84   128 0.96 -
M02696:28:000000000-ATWK5:1:1101:9449:3897  -            436 3_End_Fungi_Ge_58S_end_thirtyoneb_long -             45   4.4e-13   42.2   0.0   1   1   7.3e-13   7.5e-13   41.5   0.0     1    42    84   125    84   128 0.96 -
M02696:28:000000000-ATWK5:1:1101:8742:4872  -            330 3_End_Fungi_Ge_58S_end_thirtyoneb_long -             45   6.4e-13   41.7   0.3   1   1   1.8e-12   1.9e-12   40.2   0.1     1    44    84   127    84   128 0.97 -
M02696:28:000000000-ATWK5:1:1101:18237:1130 -            435 3_End_Fungi_Ge_58S_end_thirtyoneb_long -             45   1.5e-12   40.5   0.0   1   1   2.7e-12   2.8e-12   39.6   0.0     2    42    85   125    85   128 0.95 -
M02696:28:000000000-ATWK5:1:1101:19390:1514 -            335 3_End_Fungi_Ge_58S_end_thirtyoneb_long -             45   2.6e-12   39.7   0.3   1   1   5.3e-12   5.4e-12   38.7   0.1     1    44    84   127    84   128 0.97 -
M02696:28:000000000-ATWK5:1:1101:14739:2910 -            335 3_End_Fungi_Ge_58S_end_thirtyoneb_long -             45   3.3e-12   39.4   0.0   1   1     7e-12   7.2e-12   38.3   0.0     1    44    84   127    84   128 0.97 -
M02696:28:000000000-ATWK5:1:1101:18338:3967 -            335 3_End_Fungi_Ge_58S_end_thirtyoneb_long -             45   3.3e-12   39.4   0.0   1   1     7e-12   7.2e-12   38.3   0.0     1    44    84   127    84   128 0.97 -
M02696:28:000000000-ATWK5:1:1101:8797:1471  -            335 3_End_Fungi_Ge_58S_end_thirtyoneb_long -             45   3.3e-12   39.4   0.0   1   1     7e-12   7.2e-12   38.3   0.0     1    44    84   127    84   128 0.97 -
M02696:28:000000000-ATWK5:1:1101:11927:4457 -            335 3_End_Fungi_Ge_58S_end_thirtyoneb_long -             45   3.4e-12   39.4   0.0   1   1     7e-12   7.2e-12   38.3   0.0     1    44    84   127    84   128 0.97 -
M02696:28:000000000-ATWK5:1:1101:18763:2146 -            335 3_End_Fungi_Ge_58S_end_thirtyoneb_long -             45   3.4e-12   39.4   0.0   1   1     7e-12   7.2e-12   38.3   0.0     1    44    84   127    84   128 0.97 -
M02696:28:000000000-ATWK5:1:1101:16787:1549 -            343 3_End_Fungi_Ge_58S_end_thirtyoneb_long -             45   3.5e-12   39.3   0.0   1   1   7.3e-12   7.5e-12   38.3   0.0     1    44    84   127    84   128 0.97 -
M02696:28:000000000-ATWK5:1:1101:13652:3569 -            343 3_End_Fungi_Ge_58S_end_thirtyoneb_long -             45   3.6e-12   39.3   0.0   1   1   7.3e-12   7.5e-12   38.3   0.0     1    44    84   127    84   128 0.97 -
M02696:28:000000000-ATWK5:1:1101:12154:1708 -            343 3_End_Fungi_Ge_58S_end_thirtyoneb_long -             45   3.6e-12   39.3   0.0   1   1   7.3e-12   7.5e-12   38.3   0.0     1    44    84   127    84   128 0.97 -
M02696:28:000000000-ATWK5:1:1101:9449:5060  -            343 3_End_Fungi_Ge_58S_end_thirtyoneb_long -             45   3.7e-12   39.2   0.0   1   1   7.3e-12   7.5e-12   38.3   0.0     1    44    84   127    84   128 0.97 -
M02696:28:000000000-ATWK5:1:1101:20290:4623 -            342 3_End_Fungi_Ge_58S_end_thirtyoneb_long -             45   3.7e-12   39.2   0.0   1   1   7.3e-12   7.4e-12   38.3   0.0     1    44    84   127    84   128 0.97 -
M02696:28:000000000-ATWK5:1:1101:13008:1478 -            343 3_End_Fungi_Ge_58S_end_thirtyoneb_long -             45   3.7e-12   39.2   0.0   1   1   7.3e-12   7.5e-12   38.3   0.0     1    44    84   127    84   128 0.97 -
M02696:28:000000000-ATWK5:1:1101:22785:2001 -            343 3_End_Fungi_Ge_58S_end_thirtyoneb_long -             45   3.7e-12   39.2   0.0   1   1   7.3e-12   7.5e-12   38.3   0.0     1    44    84   127    84   128 0.97 -
M02696:28:000000000-ATWK5:1:1101:12125:1794 -            343 3_End_Fungi_Ge_58S_end_thirtyoneb_long -             45   3.7e-12   39.2   0.0   1   1   7.3e-12   7.5e-12   38.3   0.0     1    44    84   127    84   128 0.97 -
M02696:28:000000000-ATWK5:1:1101:20003:4951 -            343 3_End_Fungi_Ge_58S_end_thirtyoneb_long -             45   3.7e-12   39.2   0.0   1   1   7.3e-12   7.5e-12   38.3   0.0     1    44    84   127    84   128 0.97 -
M02696:28:000000000-ATWK5:1:1101:6883:4653  -            343 3_End_Fungi_Ge_58S_end_thirtyoneb_long -             45   3.8e-12   39.2   0.0   1   1   7.3e-12   7.5e-12   38.3   0.0     1    44    84   127    84   128 0.97 -
M02696:28:000000000-ATWK5:1:1101:23402:4478 -            343 3_End_Fungi_Ge_58S_end_thirtyoneb_long -             45   3.8e-12   39.2   0.0   1   1   7.3e-12   7.5e-12   38.3   0.0     1    44    84   127    84   128 0.97 -
M02696:28:000000000-ATWK5:1:1101:18616:4411 -            343 3_End_Fungi_Ge_58S_end_thirtyoneb_long -             45   3.8e-12   39.2   0.0   1   1   7.3e-12   7.5e-12   38.3   0.0     1    44    84   127    84   128 0.97 -
M02696:28:000000000-ATWK5:1:1101:20645:1124 -            343 3_End_Fungi_Ge_58S_end_thirtyoneb_long -             45   3.8e-12   39.2   0.0   1   1   7.3e-12   7.5e-12   38.3   0.0     1    44    84   127    84   128 0.97 -
M02696:28:000000000-ATWK5:1:1101:22403:2112 -            343 3_End_Fungi_Ge_58S_end_thirtyoneb_long -             45   3.8e-12   39.2   0.0   1   1   7.3e-12   7.5e-12   38.3   0.0     1    44    84   127    84   128 0.97 -
M02696:28:000000000-ATWK5:1:1101:8414:3917  -            343 3_End_Fungi_Ge_58S_end_thirtyoneb_long -             45   3.8e-12   39.2   0.0   1   1   7.3e-12   7.5e-12   38.3   0.0     1    44    84   127    84   128 0.97 -
M02696:28:000000000-ATWK5:1:1101:19794:2984 -            343 3_End_Fungi_Ge_58S_end_thirtyoneb_long -             45   3.8e-12   39.2   0.0   1   1   7.3e-12   7.5e-12   38.3   0.0     1    44    84   127    84   128 0.97 -
M02696:28:000000000-ATWK5:1:1101:12189:1843 -            343 3_End_Fungi_Ge_58S_end_thirtyoneb_long -             45   3.8e-12   39.2   0.0   1   1   7.3e-12   7.5e-12   38.3   0.0     1    44    84   127    84   128 0.97 -
M02696:28:000000000-ATWK5:1:1101:23697:4779 -            343 3_End_Fungi_Ge_58S_end_thirtyoneb_long -             45   3.8e-12   39.2   0.0   1   1   7.3e-12   7.5e-12   38.3   0.0     1    44    84   127    84   128 0.97 -
M02696:28:000000000-ATWK5:1:1101:20616:3550 -            343 3_End_Fungi_Ge_58S_end_thirtyoneb_long -             45   3.8e-12   39.2   0.0   1   1   7.3e-12   7.5e-12   38.3   0.0     1    44    84   127    84   128 0.97 -
M02696:28:000000000-ATWK5:1:1101:19840:1384 -            343 3_End_Fungi_Ge_58S_end_thirtyoneb_long -             45     4e-12   39.1   0.0   1   1   7.3e-12   7.5e-12   38.3   0.0     1    44    84   127    84   128 0.97 -
M02696:28:000000000-ATWK5:1:1101:15624:2498 -            334 3_End_Fungi_Ge_58S_end_thirtyoneb_long -             45   4.5e-12   39.0   0.0   1   1   1.8e-11   1.8e-11   37.0   0.0     1    44    84   127    84   128 0.97 -
M02696:28:000000000-ATWK5:1:1101:11728:3897 -            435 3_End_Fungi_Ge_58S_end_thirtyoneb_long -             45   4.8e-12   38.9   0.0   1   1     8e-12   8.2e-12   38.1   0.0     1    42    84   125    84   128 0.95 -
M02696:28:000000000-ATWK5:1:1101:10554:1487 -            342 3_End_Fungi_Ge_58S_end_thirtyoneb_long -             45   7.4e-12   38.3   0.0   1   1   7.3e-12   7.4e-12   38.3   0.0     1    44    84   127    84   128 0.97 -
M02696:28:000000000-ATWK5:1:1101:22268:5099 -            342 3_End_Fungi_Ge_58S_end_thirtyoneb_long -             45   7.4e-12   38.3   0.0   1   1   7.3e-12   7.4e-12   38.3   0.0     1    44    84   127    84   128 0.97 -
M02696:28:000000000-ATWK5:1:1101:20560:2649 -            334 3_End_Fungi_Ge_58S_end_thirtyoneb_long -             45   9.7e-12   37.9   0.0   1   1   1.8e-11   1.8e-11   37.0   0.0     1    44    84   127    84   128 0.97 -
M02696:28:000000000-ATWK5:1:1101:14133:5217 -            334 3_End_Fungi_Ge_58S_end_thirtyoneb_long -             45   9.7e-12   37.9   0.0   1   1   1.8e-11   1.8e-11   37.0   0.0     1    44    84   127    84   128 0.97 -
M02696:28:000000000-ATWK5:1:1101:10571:2461 -            334 3_End_Fungi_Ge_58S_end_thirtyoneb_long -             45   9.8e-12   37.9   0.0   1   1   1.8e-11   1.8e-11   37.0   0.0     1    44    84   127    84   128 0.97 -
M02696:28:000000000-ATWK5:1:1101:16706:2011 -            334 3_End_Fungi_Ge_58S_end_thirtyoneb_long -             45   9.8e-12   37.9   0.0   1   1   1.8e-11   1.8e-11   37.0   0.0     1    44    84   127    84   128 0.97 -
M02696:28:000000000-ATWK5:1:1101:11561:3940 -            333 3_End_Fungi_Ge_58S_end_thirtyoneb_long -             45   9.9e-12   37.9   0.0   1   1   1.7e-11   1.8e-11   37.1   0.0     1    44    83   126    83   127 0.97 -
M02696:28:000000000-ATWK5:1:1101:12404:2103 -            334 3_End_Fungi_Ge_58S_end_thirtyoneb_long -             45   9.9e-12   37.9   0.0   1   1   1.8e-11   1.8e-11   37.0   0.0     1    44    84   127    84   128 0.97 -
M02696:28:000000000-ATWK5:1:1101:25578:4850 -            334 3_End_Fungi_Ge_58S_end_thirtyoneb_long -             45   9.9e-12   37.9   0.0   1   1   1.8e-11   1.8e-11   37.0   0.0     1    44    84   127    84   128 0.97 -
M02696:28:000000000-ATWK5:1:1101:18027:4406 -            334 3_End_Fungi_Ge_58S_end_thirtyoneb_long -             45   9.9e-12   37.9   0.0   1   1   1.8e-11   1.8e-11   37.0   0.0     1    44    84   127    84   128 0.97 -
M02696:28:000000000-ATWK5:1:1101:24972:2862 -            346 3_End_Fungi_Ge_58S_end_thirtyoneb_long -             45   2.5e-11   36.6   0.0   1   1   4.6e-11   4.7e-11   35.7   0.0     1    44    84   127    84   128 0.97 -
M02696:28:000000000-ATWK5:1:1101:16217:1134 -            347 3_End_Fungi_Ge_58S_end_thirtyoneb_long -             45   2.5e-11   36.6   0.0   1   1   4.6e-11   4.7e-11   35.7   0.0     1    44    84   127    84   128 0.97 -
M02696:28:000000000-ATWK5:1:1101:9755:1131  -            346 3_End_Fungi_Ge_58S_end_thirtyoneb_long -             45   2.5e-11   36.6   0.0   1   1   4.6e-11   4.7e-11   35.7   0.0     1    44    84   127    84   128 0.97 -
M02696:28:000000000-ATWK5:1:1101:12830:3515 -            343 3_End_Fungi_Ge_58S_end_thirtyoneb_long -             45     6e-11   35.4   0.0   1   1   1.2e-10   1.2e-10   34.4   0.0     1    44    84   127    84   128 0.95 -
M02696:28:000000000-ATWK5:1:1101:21179:2925 -            438 3_End_Fungi_Ge_58S_end_thirtyoneb_long -             45   6.3e-11   35.3   0.0   1   1   1.1e-10   1.1e-10   34.5   0.0     1    42    84   125    84   128 0.95 -
M02696:28:000000000-ATWK5:1:1101:23916:2480 -            438 3_End_Fungi_Ge_58S_end_thirtyoneb_long -             45   6.3e-11   35.3   0.0   1   1   1.1e-10   1.1e-10   34.5   0.0     1    42    84   125    84   128 0.95 -
M02696:28:000000000-ATWK5:1:1101:10427:1489 -            422 3_End_Fungi_Ge_58S_end_thirtyoneb_long -             45   6.4e-11   35.3   0.0   1   1     1e-10   1.1e-10   34.6   0.0     1    42    84   125    84   128 0.95 -
M02696:28:000000000-ATWK5:1:1101:8776:1412  -            438 3_End_Fungi_Ge_58S_end_thirtyoneb_long -             45   6.4e-11   35.3   0.0   1   1   1.1e-10   1.1e-10   34.5   0.0     1    42    84   125    84   128 0.95 -
M02696:28:000000000-ATWK5:1:1101:19277:2582 -            341 3_End_Fungi_Ge_58S_end_thirtyoneb_long -             45   7.7e-11   35.0   0.1   1   1   1.6e-10   1.7e-10   34.0   0.1     1    44    83   126    83   127 0.97 -
M02696:28:000000000-ATWK5:1:1101:20474:4468 -            342 3_End_Fungi_Ge_58S_end_thirtyoneb_long -             45   7.8e-11   35.0   0.1   1   1   1.6e-10   1.7e-10   33.9   0.1     1    44    84   127    84   128 0.97 -
M02696:28:000000000-ATWK5:1:1101:23788:3007 -            441 3_End_Fungi_Ge_58S_end_thirtyoneb_long -             45   1.2e-10   34.4   0.1   1   2   8.8e-10     9e-10   31.6   0.0     1    44    84   127    84   128 0.94 -
M02696:28:000000000-ATWK5:1:1101:23788:3007 -            441 3_End_Fungi_Ge_58S_end_thirtyoneb_long -             45   1.2e-10   34.4   0.1   2   2       7.6       7.8   -0.2   0.0    24    33   311   320   310   326 0.91 -
M02696:28:000000000-ATWK5:1:1101:11272:1222 -            342 3_End_Fungi_Ge_58S_end_thirtyoneb_long -             45   1.5e-10   34.1   0.0   1   1   2.8e-10   2.9e-10   33.2   0.0     1    44    84   127    84   128 0.97 -
M02696:28:000000000-ATWK5:1:1101:8978:1164  -            441 3_End_Fungi_Ge_58S_end_thirtyoneb_long -             45     4e-10   32.7   0.0   1   1   8.8e-10     9e-10   31.6   0.0     1    44    84   127    84   128 0.94 -
M02696:28:000000000-ATWK5:1:1101:24854:3090 -            441 3_End_Fungi_Ge_58S_end_thirtyoneb_long -             45     4e-10   32.7   0.0   1   1   8.8e-10     9e-10   31.6   0.0     1    44    84   127    84   128 0.94 -
M02696:28:000000000-ATWK5:1:1101:6340:4130  -            441 3_End_Fungi_Ge_58S_end_thirtyoneb_long -             45     4e-10   32.7   0.0   1   1   8.8e-10     9e-10   31.6   0.0     1    44    84   127    84   128 0.94 -
M02696:28:000000000-ATWK5:1:1101:22199:3124 -            441 3_End_Fungi_Ge_58S_end_thirtyoneb_long -             45   4.1e-10   32.7   0.0   1   1   8.8e-10     9e-10   31.6   0.0     1    44    84   127    84   128 0.94 -
M02696:28:000000000-ATWK5:1:1101:10899:1561 -            441 3_End_Fungi_Ge_58S_end_thirtyoneb_long -             45   4.1e-10   32.7   0.0   1   1   8.8e-10     9e-10   31.6   0.0     1    44    84   127    84   128 0.94 -
M02696:28:000000000-ATWK5:1:1101:21468:1486 -            441 3_End_Fungi_Ge_58S_end_thirtyoneb_long -             45   4.1e-10   32.7   0.0   1   1   8.8e-10     9e-10   31.6   0.0     1    44    84   127    84   128 0.94 -
M02696:28:000000000-ATWK5:1:1101:16900:4111 -            441 3_End_Fungi_Ge_58S_end_thirtyoneb_long -             45   4.1e-10   32.7   0.0   1   1   8.8e-10     9e-10   31.6   0.0     1    44    84   127    84   128 0.94 -
M02696:28:000000000-ATWK5:1:1101:9875:2722  -            441 3_End_Fungi_Ge_58S_end_thirtyoneb_long -             45   4.1e-10   32.7   0.0   1   1   8.8e-10     9e-10   31.6   0.0     1    44    84   127    84   128 0.94 -
M02696:28:000000000-ATWK5:1:1101:11702:2262 -            441 3_End_Fungi_Ge_58S_end_thirtyoneb_long -             45   4.1e-10   32.7   0.0   1   1   8.8e-10     9e-10   31.6   0.0     1    44    84   127    84   128 0.94 -
M02696:28:000000000-ATWK5:1:1101:17643:2492 -            441 3_End_Fungi_Ge_58S_end_thirtyoneb_long -             45   4.1e-10   32.7   0.0   1   1   8.8e-10     9e-10   31.6   0.0     1    44    84   127    84   128 0.94 -
M02696:28:000000000-ATWK5:1:1101:11203:3592 -            441 3_End_Fungi_Ge_58S_end_thirtyoneb_long -             45   4.1e-10   32.7   0.0   1   1   8.8e-10     9e-10   31.6   0.0     1    44    84   127    84   128 0.94 -
M02696:28:000000000-ATWK5:1:1101:20792:3127 -            441 3_End_Fungi_Ge_58S_end_thirtyoneb_long -             45   4.1e-10   32.7   0.0   1   1   8.8e-10     9e-10   31.6   0.0     1    44    84   127    84   128 0.94 -
M02696:28:000000000-ATWK5:1:1101:12234:1475 -            441 3_End_Fungi_Ge_58S_end_thirtyoneb_long -             45   4.1e-10   32.7   0.0   1   1   8.8e-10     9e-10   31.6   0.0     1    44    84   127    84   128 0.94 -
M02696:28:000000000-ATWK5:1:1101:7632:3448  -            440 3_End_Fungi_Ge_58S_end_thirtyoneb_long -             45   4.2e-10   32.7   0.0   1   1   8.8e-10     9e-10   31.6   0.0     1    44    84   127    84   128 0.94 -
M02696:28:000000000-ATWK5:1:1101:7008:3832  -            441 3_End_Fungi_Ge_58S_end_thirtyoneb_long -             45   4.3e-10   32.6   0.0   1   1   8.8e-10     9e-10   31.6   0.0     1    44    84   127    84   128 0.94 -
M02696:28:000000000-ATWK5:1:1101:17960:2168 -            441 3_End_Fungi_Ge_58S_end_thirtyoneb_long -             45   4.7e-10   32.5   0.0   1   1     1e-09     1e-09   31.4   0.0     1    43    84   126    84   128 0.94 -
M02696:28:000000000-ATWK5:1:1101:14097:1892 -            337 3_End_Fungi_Ge_58S_end_thirtyoneb_long -             45   6.6e-10   32.0   0.1   1   1   1.5e-09   1.5e-09   30.9   0.1     1    44    84   127    84   128 0.96 -
M02696:28:000000000-ATWK5:1:1101:22626:4435 -            337 3_End_Fungi_Ge_58S_end_thirtyoneb_long -             45   6.6e-10   32.0   0.1   1   1   1.5e-09   1.5e-09   30.9   0.1     1    44    84   127    84   128 0.96 -
M02696:28:000000000-ATWK5:1:1101:10809:1250 -            337 3_End_Fungi_Ge_58S_end_thirtyoneb_long -             45   6.6e-10   32.0   0.1   1   1   1.5e-09   1.5e-09   30.9   0.1     1    44    84   127    84   128 0.96 -
M02696:28:000000000-ATWK5:1:1101:21958:1445 -            340 3_End_Fungi_Ge_58S_end_thirtyoneb_long -             45   7.2e-10   31.9   0.1   1   1   1.5e-09   1.6e-09   30.9   0.1     1    44    84   127    84   128 0.96 -
M02696:28:000000000-ATWK5:1:1101:10847:2612 -            340 3_End_Fungi_Ge_58S_end_thirtyoneb_long -             45   7.4e-10   31.9   0.2   1   1     2e-09   2.1e-09   30.5   0.0     1    44    84   127    84   128 0.95 -
M02696:28:000000000-ATWK5:1:1101:23025:1814 -            341 3_End_Fungi_Ge_58S_end_thirtyoneb_long -             45   9.2e-10   31.6   0.0   1   1     2e-09   2.1e-09   30.5   0.0     1    44    84   127    84   128 0.95 -
M02696:28:000000000-ATWK5:1:1101:18940:3295 -            341 3_End_Fungi_Ge_58S_end_thirtyoneb_long -             45   9.3e-10   31.6   0.0   1   1     2e-09   2.1e-09   30.5   0.0     1    44    84   127    84   128 0.95 -
M02696:28:000000000-ATWK5:1:1101:6190:5013  -            353 3_End_Fungi_Ge_58S_end_thirtyoneb_long -             45   1.1e-09   31.4   0.1   1   1   1.8e-09   1.8e-09   30.6   0.1     1    44    84   127    84   128 0.95 -
M02696:28:000000000-ATWK5:1:1101:19331:3209 -            341 3_End_Fungi_Ge_58S_end_thirtyoneb_long -             45   1.2e-09   31.2   0.1   1   1   2.6e-09   2.6e-09   30.1   0.1     1    44    84   127    84   128 0.96 -
M02696:28:000000000-ATWK5:1:1101:5377:4201  -            341 3_End_Fungi_Ge_58S_end_thirtyoneb_long -             45   1.4e-09   31.0   0.1   1   1   2.6e-09   2.6e-09   30.1   0.1     1    44    84   127    84   128 0.96 -
M02696:28:000000000-ATWK5:1:1101:14772:2804 -            356 3_End_Fungi_Ge_58S_end_thirtyoneb_long -             45   1.9e-09   30.5   0.0   1   1   3.3e-09   3.4e-09   29.8   0.0     1    42    84   125    84   128 0.94 -
M02696:28:000000000-ATWK5:1:1101:13793:4071 -            357 3_End_Fungi_Ge_58S_end_thirtyoneb_long -             45   1.9e-09   30.5   0.0   1   1   3.3e-09   3.4e-09   29.8   0.0     1    42    84   125    84   128 0.94 -
M02696:28:000000000-ATWK5:1:1101:18740:4068 -            366 3_End_Fungi_Ge_58S_end_thirtyoneb_long -             45   8.6e-09   28.5   0.0   1   1   1.9e-08     2e-08   27.3   0.0     9    44    90   127    84   128 0.86 -
M02696:28:000000000-ATWK5:1:1101:15683:1881 -            366 3_End_Fungi_Ge_58S_end_thirtyoneb_long -             45   8.6e-09   28.5   0.0   1   1   1.9e-08     2e-08   27.3   0.0     9    44    90   127    84   128 0.86 -
M02696:28:000000000-ATWK5:1:1101:9211:2562  -            351 3_End_Fungi_Ge_58S_end_thirtyoneb_long -             45   1.2e-07   24.8   0.0   1   1   2.4e-07   2.5e-07   23.8   0.0     1    44    84   127    84   128 0.96 -
M02696:28:000000000-ATWK5:1:1101:11008:1423 -            351 3_End_Fungi_Ge_58S_end_thirtyoneb_long -             45   1.2e-07   24.8   0.0   1   1   2.4e-07   2.5e-07   23.8   0.0     1    44    84   127    84   128 0.96 -
M02696:28:000000000-ATWK5:1:1101:18500:3565 -            343 3_End_Fungi_Ge_58S_end_thirtyoneb_long -             45     2e-07   24.1   0.0   1   1   3.4e-07   3.5e-07   23.3   0.0     1    44    84   127    84   128 0.96 -
M02696:28:000000000-ATWK5:1:1101:11615:2766 -            341 3_End_Fungi_Ge_58S_end_thirtyoneb_long -             45   2.2e-07   24.0   0.0   1   1   3.6e-07   3.7e-07   23.2   0.0     1    44    84   127    84   128 0.93 -
